user_id,order_id,date,category,product_id,product_name,quantity,price,cost_price
U0068,ORD0143,2023-09-10,Beauty,P0013,Lip Balm,2,510.46,426.52
U0191,ORD0575,2024-07-05,Electronics,P0004,Laptop Stand,3,1522.75,1309.34
U0068,ORD0765,2024-08-21,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0110,ORD0920,2024-08-20,Fitness,P0030,Treadmill,1,648.25,452.22
U0103,ORD0371,2023-08-13,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0036,ORD0522,2024-05-20,Grocery,P0010,Almonds 500g,2,977.5,671.9
U0024,ORD0774,2023-02-18,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0029,ORD0157,2024-10-04,Fitness,P0027,Dumbbells,2,7534.14,6543.01
U0041,ORD0812,2024-11-27,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0109,ORD0611,2023-03-07,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0099,ORD0391,2024-09-02,Beauty,P0012,Shampoo,1,362.93,257.65
U0120,ORD0542,2023-09-15,Clothing,P0018,Sneakers,2,2907.21,2449.38
U0142,ORD0882,2023-01-12,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0175,ORD0739,2023-04-28,Beauty,P0013,Lip Balm,1,510.46,426.52
U0175,ORD0907,2024-07-03,Grocery,P0009,Green Tea,3,747.64,566.28
U0193,ORD0274,2024-10-18,Fitness,P0028,Resistance Bands,2,4903.83,4298.51
U0088,ORD0115,2023-10-28,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0112,ORD0162,2024-04-09,Beauty,P0013,Lip Balm,3,510.46,426.52
U0001,ORD0977,2023-09-27,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0129,ORD0781,2023-07-02,Beauty,P0011,Face Wash,1,650.67,417.63
U0130,ORD0935,2023-04-19,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0161,ORD0306,2024-10-16,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0130,ORD0624,2023-07-23,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0040,ORD0383,2023-06-15,Grocery,P0009,Green Tea,1,747.64,566.28
U0139,ORD0977,2024-06-27,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0001,ORD0614,2023-11-28,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0126,ORD0020,2023-04-25,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0093,ORD0900,2023-11-11,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0062,ORD0060,2023-09-04,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0146,ORD0970,2023-03-22,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0022,ORD0750,2024-05-12,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0018,ORD0779,2024-06-29,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0197,ORD0129,2023-05-12,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0169,ORD0487,2024-07-16,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0043,ORD0272,2024-06-24,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0156,ORD0434,2023-08-05,Fitness,P0029,Protein Powder,1,981.39,646.53
U0139,ORD0774,2024-12-07,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0052,ORD0731,2023-11-16,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0103,ORD0688,2024-10-27,Fitness,P0030,Treadmill,1,648.25,452.22
U0096,ORD0449,2024-06-13,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0116,ORD0124,2023-09-11,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0058,ORD0066,2023-12-13,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0006,ORD0603,2024-07-21,Beauty,P0012,Shampoo,1,362.93,257.65
U0059,ORD0603,2023-08-14,Clothing,P0017,Jeans,1,475.64,420.78
U0002,ORD0073,2024-12-25,Fitness,P0029,Protein Powder,1,981.39,646.53
U0162,ORD0061,2023-08-23,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0018,ORD0928,2023-02-02,Beauty,P0011,Face Wash,2,650.67,417.63
U0085,ORD0073,2024-06-10,Home & Kitchen,P0021,Mixer Grinder,1,1049.17,785.36
U0061,ORD0286,2024-11-16,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0125,ORD0220,2024-07-06,Beauty,P0013,Lip Balm,1,510.46,426.52
U0034,ORD0741,2024-08-07,Clothing,P0020,Dress,1,2147.43,1572.02
U0148,ORD0485,2023-09-06,Fitness,P0026,Yoga Mat,2,7765.8,6465.34
U0122,ORD0827,2024-02-21,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0049,ORD0097,2023-04-10,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0169,ORD0442,2023-12-29,Clothing,P0017,Jeans,1,475.64,420.78
U0109,ORD0421,2024-04-23,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0187,ORD0056,2024-11-20,Fitness,P0029,Protein Powder,1,981.39,646.53
U0168,ORD0662,2023-04-11,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0016,ORD0413,2023-12-14,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0028,ORD0255,2023-07-16,Clothing,P0020,Dress,1,2147.43,1572.02
U0049,ORD0550,2024-04-04,Clothing,P0020,Dress,1,2147.43,1572.02
U0036,ORD0433,2023-07-07,Home & Kitchen,P0025,Bedsheet Set,2,2960.2,1940.28
U0072,ORD0474,2023-09-13,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0020,ORD0454,2024-07-17,Grocery,P0006,Basmati Rice 5kg,3,237.05,211.21
U0026,ORD0052,2024-10-29,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0139,ORD0857,2023-01-16,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0024,ORD0949,2023-08-31,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0043,ORD0417,2024-05-12,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0124,ORD0219,2024-02-15,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0016,ORD0169,2024-01-24,Beauty,P0014,Moisturizer,1,279.71,210.98
U0001,ORD0400,2023-09-29,Clothing,P0019,Jacket,1,1122.46,706.37
U0117,ORD0293,2024-03-09,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0179,ORD0981,2024-07-23,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0170,ORD0736,2024-05-13,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0040,ORD0195,2023-10-31,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0056,ORD0992,2023-03-01,Clothing,P0017,Jeans,1,475.64,420.78
U0149,ORD0754,2024-07-09,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0016,ORD0766,2023-11-18,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0015,ORD0052,2024-08-21,Grocery,P0010,Almonds 500g,1,977.5,671.9
U0123,ORD0515,2024-06-27,Fitness,P0030,Treadmill,1,648.25,452.22
U0041,ORD0059,2024-06-04,Grocery,P0009,Green Tea,1,747.64,566.28
U0021,ORD0872,2023-07-10,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0018,ORD0610,2023-03-11,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0173,ORD0883,2023-08-29,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0104,ORD0123,2024-08-06,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0064,ORD0593,2024-08-31,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0011,ORD0635,2023-03-25,Clothing,P0020,Dress,2,2147.43,1572.02
U0108,ORD0674,2024-08-20,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0145,ORD0536,2023-11-20,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0067,ORD0210,2024-11-16,Beauty,P0011,Face Wash,1,650.67,417.63
U0184,ORD0322,2023-09-02,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0068,ORD0406,2023-05-15,Grocery,P0007,Olive Oil 1L,3,1698.4,1127.23
U0172,ORD0661,2023-11-04,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0118,ORD0324,2023-03-16,Grocery,P0009,Green Tea,1,747.64,566.28
U0003,ORD0470,2024-09-28,Clothing,P0016,T-shirt,3,1940.37,1263.49
U0145,ORD0103,2023-03-17,Grocery,P0007,Olive Oil 1L,3,1698.4,1127.23
U0138,ORD0219,2024-06-02,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0068,ORD0136,2023-12-24,Fitness,P0030,Treadmill,2,648.25,452.22
U0018,ORD0901,2023-09-08,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0095,ORD0292,2023-06-11,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0113,ORD0854,2024-07-10,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0181,ORD0310,2024-09-18,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0168,ORD0542,2023-01-09,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0171,ORD0837,2024-07-21,Clothing,P0020,Dress,1,2147.43,1572.02
U0077,ORD0955,2024-11-10,Clothing,P0019,Jacket,1,1122.46,706.37
U0027,ORD0962,2023-05-18,Electronics,P0004,Laptop Stand,3,1522.75,1309.34
U0068,ORD0119,2023-04-20,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0191,ORD0567,2023-06-09,Clothing,P0017,Jeans,1,475.64,420.78
U0070,ORD0289,2024-09-11,Clothing,P0019,Jacket,1,1122.46,706.37
U0054,ORD0735,2023-12-18,Clothing,P0020,Dress,1,2147.43,1572.02
U0053,ORD0704,2024-10-11,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0068,ORD0518,2024-05-15,Grocery,P0009,Green Tea,3,747.64,566.28
U0065,ORD0928,2023-02-22,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0024,ORD0650,2024-03-09,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0071,ORD0046,2023-01-04,Clothing,P0020,Dress,2,2147.43,1572.02
U0086,ORD0790,2023-05-14,Beauty,P0015,Perfume,1,633.17,388.73
U0164,ORD0269,2023-06-15,Fitness,P0030,Treadmill,2,648.25,452.22
U0190,ORD0453,2024-07-18,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0181,ORD0438,2024-07-28,Grocery,P0009,Green Tea,2,747.64,566.28
U0003,ORD0115,2023-03-19,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0177,ORD0926,2023-06-02,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0140,ORD0037,2024-01-14,Beauty,P0011,Face Wash,1,650.67,417.63
U0150,ORD0566,2023-06-01,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0111,ORD0131,2023-02-12,Grocery,P0009,Green Tea,3,747.64,566.28
U0079,ORD0374,2023-02-10,Fitness,P0026,Yoga Mat,2,7765.8,6465.34
U0092,ORD0216,2024-11-29,Beauty,P0011,Face Wash,1,650.67,417.63
U0064,ORD0683,2023-04-16,Beauty,P0012,Shampoo,1,362.93,257.65
U0091,ORD0799,2024-07-27,Electronics,P0001,Smartphone,3,4370.86,3869.15
U0105,ORD0998,2024-09-27,Beauty,P0011,Face Wash,3,650.67,417.63
U0192,ORD0159,2023-08-31,Beauty,P0014,Moisturizer,2,279.71,210.98
U0042,ORD1000,2023-07-01,Home & Kitchen,P0025,Bedsheet Set,2,2960.2,1940.28
U0106,ORD0026,2023-07-03,Fitness,P0029,Protein Powder,1,981.39,646.53
U0189,ORD0947,2023-12-07,Beauty,P0012,Shampoo,1,362.93,257.65
U0106,ORD0822,2024-11-16,Home & Kitchen,P0024,Wall Clock,3,1902.7,1438.48
U0189,ORD0831,2023-09-12,Grocery,P0009,Green Tea,1,747.64,566.28
U0069,ORD0164,2024-12-19,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0028,ORD0392,2023-02-09,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0121,ORD0228,2023-07-24,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0118,ORD0359,2023-11-09,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0059,ORD0229,2023-01-25,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0169,ORD0198,2024-02-13,Fitness,P0030,Treadmill,1,648.25,452.22
U0085,ORD0286,2023-03-13,Beauty,P0014,Moisturizer,3,279.71,210.98
U0198,ORD0286,2023-12-26,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0165,ORD0522,2024-02-14,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0174,ORD0864,2024-07-03,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0085,ORD0962,2023-01-29,Fitness,P0029,Protein Powder,1,981.39,646.53
U0030,ORD0899,2023-09-25,Home & Kitchen,P0021,Mixer Grinder,1,1049.17,785.36
U0046,ORD0595,2023-09-29,Home & Kitchen,P0021,Mixer Grinder,1,1049.17,785.36
U0010,ORD0112,2024-09-02,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0112,ORD0354,2023-11-18,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0112,ORD0621,2024-06-07,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0030,ORD0395,2024-08-13,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0049,ORD0261,2023-02-15,Beauty,P0012,Shampoo,1,362.93,257.65
U0182,ORD0447,2023-01-02,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0134,ORD0948,2024-07-05,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0176,ORD0737,2024-11-17,Electronics,P0005,Power Bank,2,6410.04,5207.66
U0051,ORD0373,2024-03-17,Clothing,P0017,Jeans,1,475.64,420.78
U0018,ORD0972,2024-11-11,Beauty,P0011,Face Wash,1,650.67,417.63
U0085,ORD0639,2023-11-18,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0170,ORD0869,2023-05-08,Grocery,P0009,Green Tea,1,747.64,566.28
U0185,ORD0922,2023-11-04,Grocery,P0009,Green Tea,1,747.64,566.28
U0130,ORD0317,2024-11-13,Grocery,P0010,Almonds 500g,3,977.5,671.9
U0105,ORD0335,2024-02-17,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0179,ORD0303,2024-07-21,Clothing,P0020,Dress,1,2147.43,1572.02
U0033,ORD0197,2024-03-06,Clothing,P0019,Jacket,2,1122.46,706.37
U0171,ORD0963,2024-01-24,Fitness,P0028,Resistance Bands,3,4903.83,4298.51
U0174,ORD0767,2023-06-28,Electronics,P0004,Laptop Stand,2,1522.75,1309.34
U0158,ORD0583,2023-11-05,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0104,ORD0562,2023-01-01,Clothing,P0019,Jacket,3,1122.46,706.37
U0078,ORD0294,2023-08-04,Electronics,P0004,Laptop Stand,2,1522.75,1309.34
U0111,ORD0805,2024-08-16,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0156,ORD0671,2023-11-26,Clothing,P0020,Dress,2,2147.43,1572.02
U0120,ORD0453,2024-03-28,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0173,ORD0219,2024-06-07,Home & Kitchen,P0025,Bedsheet Set,3,2960.2,1940.28
U0122,ORD0813,2023-06-23,Fitness,P0030,Treadmill,2,648.25,452.22
U0169,ORD0087,2023-10-18,Clothing,P0020,Dress,1,2147.43,1572.02
U0132,ORD0680,2024-10-10,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0159,ORD0344,2023-04-06,Beauty,P0015,Perfume,1,633.17,388.73
U0193,ORD0241,2024-11-19,Fitness,P0028,Resistance Bands,2,4903.83,4298.51
U0080,ORD0231,2023-07-23,Grocery,P0006,Basmati Rice 5kg,2,237.05,211.21
U0038,ORD0026,2023-02-17,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0063,ORD0487,2024-09-17,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0197,ORD0075,2024-04-11,Home & Kitchen,P0024,Wall Clock,2,1902.7,1438.48
U0107,ORD0908,2024-10-06,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0148,ORD0200,2024-12-14,Beauty,P0011,Face Wash,1,650.67,417.63
U0099,ORD0507,2024-02-14,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0063,ORD0152,2024-11-02,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0177,ORD0006,2023-04-20,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0200,ORD0436,2023-08-13,Home & Kitchen,P0025,Bedsheet Set,2,2960.2,1940.28
U0046,ORD0824,2024-12-13,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0133,ORD0476,2023-02-21,Home & Kitchen,P0022,Water Bottle,1,654.75,571.46
U0143,ORD0256,2023-05-05,Fitness,P0029,Protein Powder,1,981.39,646.53
U0117,ORD0137,2024-04-20,Fitness,P0028,Resistance Bands,1,4903.83,4298.51
U0171,ORD0544,2024-07-26,Electronics,P0005,Power Bank,3,6410.04,5207.66
U0153,ORD0325,2024-03-29,Beauty,P0015,Perfume,2,633.17,388.73
U0157,ORD0835,2024-05-31,Fitness,P0027,Dumbbells,1,7534.14,6543.01
U0110,ORD0851,2024-07-15,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0115,ORD0919,2023-06-12,Clothing,P0017,Jeans,1,475.64,420.78
U0191,ORD0883,2024-05-01,Fitness,P0030,Treadmill,1,648.25,452.22
U0116,ORD0266,2023-09-11,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0164,ORD0284,2024-06-17,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0125,ORD0642,2023-09-02,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0071,ORD0451,2023-03-21,Beauty,P0015,Perfume,1,633.17,388.73
U0183,ORD0293,2023-08-29,Electronics,P0002,Smartwatch,1,7587.95,5915.55
U0070,ORD0344,2023-11-24,Clothing,P0019,Jacket,2,1122.46,706.37
U0139,ORD0083,2023-05-22,Home & Kitchen,P0025,Bedsheet Set,2,2960.2,1940.28
U0039,ORD0237,2024-01-28,Clothing,P0019,Jacket,1,1122.46,706.37
U0178,ORD0157,2024-12-24,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0055,ORD0066,2024-02-29,Clothing,P0017,Jeans,1,475.64,420.78
U0105,ORD0339,2024-07-09,Grocery,P0009,Green Tea,1,747.64,566.28
U0120,ORD0426,2023-03-05,Beauty,P0011,Face Wash,1,650.67,417.63
U0053,ORD0853,2024-03-06,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0100,ORD0927,2024-08-21,Grocery,P0006,Basmati Rice 5kg,1,237.05,211.21
U0179,ORD0021,2024-08-12,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0098,ORD0489,2023-01-07,Clothing,P0017,Jeans,3,475.64,420.78
U0091,ORD0306,2024-02-04,Clothing,P0019,Jacket,2,1122.46,706.37
U0108,ORD0552,2024-07-13,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0155,ORD0920,2023-08-14,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0125,ORD0225,2023-10-07,Fitness,P0029,Protein Powder,2,981.39,646.53
U0112,ORD0498,2023-01-30,Electronics,P0004,Laptop Stand,1,1522.75,1309.34
U0100,ORD0345,2024-11-15,Fitness,P0026,Yoga Mat,2,7765.8,6465.34
U0174,ORD0818,2024-02-19,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0186,ORD0170,2024-04-23,Home & Kitchen,P0021,Mixer Grinder,2,1049.17,785.36
U0033,ORD0638,2024-06-30,Beauty,P0013,Lip Balm,1,510.46,426.52
U0007,ORD0929,2024-02-08,Fitness,P0026,Yoga Mat,2,7765.8,6465.34
U0152,ORD0578,2024-11-09,Electronics,P0003,Bluetooth Speaker,3,2404.17,1555.01
U0007,ORD0086,2024-10-20,Fitness,P0029,Protein Powder,1,981.39,646.53
U0110,ORD0139,2024-04-17,Electronics,P0001,Smartphone,2,4370.86,3869.15
U0047,ORD0052,2023-09-24,Clothing,P0016,T-shirt,1,1940.37,1263.49
U0098,ORD0336,2023-08-05,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0117,ORD0335,2023-12-12,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0195,ORD0901,2024-01-24,Clothing,P0017,Jeans,2,475.64,420.78
U0072,ORD0771,2024-03-07,Fitness,P0026,Yoga Mat,1,7765.8,6465.34
U0065,ORD0855,2023-03-25,Fitness,P0030,Treadmill,1,648.25,452.22
U0121,ORD0020,2024-07-06,Beauty,P0013,Lip Balm,1,510.46,426.52
U0014,ORD0975,2023-12-25,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0058,ORD0666,2023-03-12,Electronics,P0005,Power Bank,2,6410.04,5207.66
U0200,ORD0981,2024-10-29,Grocery,P0009,Green Tea,1,747.64,566.28
U0011,ORD0773,2023-02-01,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
U0064,ORD0205,2023-01-21,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0160,ORD0157,2023-09-02,Fitness,P0030,Treadmill,1,648.25,452.22
U0033,ORD0485,2024-11-16,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0030,ORD0578,2023-08-12,Grocery,P0009,Green Tea,1,747.64,566.28
U0120,ORD0717,2023-09-20,Clothing,P0020,Dress,1,2147.43,1572.02
U0197,ORD0378,2023-06-21,Electronics,P0001,Smartphone,1,4370.86,3869.15
U0156,ORD0622,2023-04-28,Fitness,P0030,Treadmill,3,648.25,452.22
U0200,ORD0839,2023-06-17,Home & Kitchen,P0025,Bedsheet Set,1,2960.2,1940.28
U0080,ORD0111,2024-08-15,Home & Kitchen,P0024,Wall Clock,1,1902.7,1438.48
U0007,ORD0952,2023-11-16,Electronics,P0003,Bluetooth Speaker,2,2404.17,1555.01
U0148,ORD0694,2024-01-20,Grocery,P0009,Green Tea,3,747.64,566.28
U0102,ORD0965,2023-07-23,Clothing,P0017,Jeans,2,475.64,420.78
U0020,ORD0607,2024-12-08,Beauty,P0012,Shampoo,2,362.93,257.65
U0161,ORD0249,2023-04-15,Grocery,P0007,Olive Oil 1L,2,1698.4,1127.23
U0179,ORD0792,2023-11-05,Fitness,P0029,Protein Powder,1,981.39,646.53
U0176,ORD0615,2023-05-04,Home & Kitchen,P0023,Dinner Set,1,1664.51,1329.54
U0145,ORD0802,2023-02-12,Grocery,P0007,Olive Oil 1L,1,1698.4,1127.23
U0089,ORD0546,2024-03-14,Fitness,P0027,Dumbbells,3,7534.14,6543.01
U0170,ORD0380,2023-03-12,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0130,ORD0664,2023-12-16,Electronics,P0005,Power Bank,1,6410.04,5207.66
U0004,ORD0870,2024-03-06,Fitness,P0027,Dumbbells,2,7534.14,6543.01
U0126,ORD0109,2024-03-19,Clothing,P0018,Sneakers,1,2907.21,2449.38
U0093,ORD0651,2024-04-15,Clothing,P0016,T-shirt,2,1940.37,1263.49
U0182,ORD0157,2024-03-21,Grocery,P0008,Pasta Pack,1,527.28,345.38
U0046,ORD0752,2024-06-18,Electronics,P0003,Bluetooth Speaker,1,2404.17,1555.01
